TAG,MODIFICATION FLAG,BIC CODE,BRANCH CODE,INSTITUTION NAME,BRANCH INFORMATION,CITY HEADING,SUBTYPE INDICATION,VALUE ADDED SERVICES,EXTRA INFO,PHYSICAL ADDRESS 1,PHYSICAL ADDRESS 2,PHYSICAL ADDRESS 3,PHYSICAL ADDRESS 4,LOCATION,COUNTRY NAME,POB NUMBER,POB LOCATION,POB COUNTRY NAME
FI,A,FFXOMXO7,XXX,"Jasso, Aragón y Vargas",OFFICE,San Germán de la Montaña,NSWB,FINTGT,ALLBRA,Circunvalación Tlaxcala 280 Interior 059,BUILDING 44157,,,San Germán de la Montaña,MX,POB 47784,San Germán de la Montaña,MEXICO
FI,A,NWLSCAT7,XXX,Scott-Carter,BRANCH,Salaston,PSPA,FINTGT,PAY,521 Laurie Coves Apt. 235,UNIT 72929,,,Salaston,CA,POB 80649,Salaston,CANADA
FI,D,AOQTUS0F,XXX,Morse and Sons,REGIONAL OFFICE,Michaelville,SUPE,ERPFINTG+,ALLBRA,090 Paula Path,SHOP 08277,,,Michaelville,US,POB 402,Michaelville,UNITED STATES OF AMERICA
FI,D,VKHBTHRS,XXX,"Krittayanukoon, Sittisaowapak and Prachayaroch",BRANCH,North Teetat,BEID,FINTGT,BRA,26366 Prima Parkway,SHOP 1369,,,North Teetat,TH,POB 78909,North Teetat,Thailand
FI,M,ZAOOTH9G,XXX,Kongsri-Methavorakul,BANKING DEPARTMENT,Lake Prames,CORP,FIN,ADM C4,7279 Yada Loaf,BUILDING 08970,,,Lake Prames,TH,POB 7863,Lake Prames,Thailand
FI,A,VFMQCAMI,XXX,Green-Richardson,REGIONAL OFFICE,West Natalietown,NSWB,FINTG+,PAY,501 Harris Avenue,SHOP 95747,,,West Natalietown,CA,POB 0854,West Natalietown,CANADA
FI,D,FYOAINJS,XXX,Bassi Ltd,INDUSTRIAL ESTATE,Raichur,PSPA,FINTG+,ALLBRA,"93/26, Ramanathan Ganj",,,,Raichur,IN,POB H.No. 563,Raichur,INDIA
FI,M,YKIUMXLE,XXX,Pichardo y Montaño e Hijos,INDUSTRIAL ESTATE,Vieja Etiopía,NSWB,AIMFIN,PAY,Calzada Austria 102 Interior 492,BUILDING 64553,,,Vieja Etiopía,MX,POB 29708,Vieja Etiopía,MEXICO
FI,A,WPVLTHYK,XXX,"Sujjaboriboon, Kongchayasukawut and Wannapaitoonsri",SHOPPING MALL,Kongsrichester,BEID,ERPFIN,ALLBRA,28805 Benchapatranon Field Apt. 289,UNIT 61189,,,Kongsrichester,TH,POB 6557,Kongsrichester,Thailand
FI,M,JDKBCADQ,XXX,Patterson-Chambers,REGIONAL OFFICE,Walkerfurt,SSPA,FINTG+,ALL,626 Reginald Mill,SHOP 16282,,,Walkerfurt,CA,POB 10082,Walkerfurt,CANADA
FI,M,DAIKCAGK,XXX,Francis-Donaldson,INDUSTRIAL ESTATE,Josephstad,NSWB,FIN,BRA,18208 Shields Ports Apt. 318,SHOP 42144,,,Josephstad,CA,POB 57230,Josephstad,CANADA
FI,M,YFFCGB5A,XXX,Adams-Dobson,BRANCH,Port Lindseyfurt,SSPA,AIMFIN,ADM C4,0 Williams stream,,,,Port Lindseyfurt,GB,POB 01,Port Lindseyfurt,GREAT BRITAIN
FI,A,STRICAA0,XXX,Neal-Johnson,BRANCH,East Jamestown,BEID,AIMFINTG+,BRA,6828 Teresa Ports Suite 953,,,,East Jamestown,CA,POB 4929,East Jamestown,CANADA
FI,D,ADIAMXED,XXX,Godínez-Escobar,OFFICE,Vieja Suecia,SSPA,ERPFINTG+,ALL,Pasaje Fonseca 020 692,BUILDING 3595,,,Vieja Suecia,MX,POB 11139,Vieja Suecia,MEXICO
FI,A,MDWICAQA,XXX,"Porter, Byrd and Duncan",BANKING DEPARTMENT,Port Brianmouth,CORP,FIN,ADM,5426 James River Apt. 821,BUILDING 6827,,,Port Brianmouth,CA,POB 030,Port Brianmouth,CANADA
FI,A,DKBVCAVR,XXX,Sheppard-Williams,SHOPPING MALL,Markfurt,CORP,ERPFIN,DOC,1767 Paul Tunnel,,,,Markfurt,CA,POB 9757,Markfurt,CANADA
FI,M,OUXBIEPY,XXX,"Keaveny, Fielding and Lyons",BRANCH,Julie-Anne Ville,BEID,FINTG+,PAY,81 O'Haughey Street,,,,Julie-Anne Ville,IE,POB 51,Julie-Anne Ville,IRELAND
FI,A,ESNXUSOJ,XXX,Hall-Lewis,REGIONAL OFFICE,New Kimberlychester,PSPA,AIMFIN,BRA,40528 Leonard Oval,UNIT 82594,,,New Kimberlychester,US,POB 358,New Kimberlychester,UNITED STATES OF AMERICA
FI,D,QGFATHIQ,XXX,"Srisoontorn, Siripaiboo and Wannapaitoonsri",BRANCH,New Thanatchabury,PSPA,FIN,DOC,53070 Phenphitcha Forges Suite 187,BUILDING 281,,,New Thanatchabury,TH,POB 15606,New Thanatchabury,Thailand
FI,A,LQMKUSSO,XXX,Richards LLC,REGIONAL OFFICE,Alexanderberg,PSPA,FINTG+,ALLBRA,776 Stacey Row,,,,Alexanderberg,US,POB 191,Alexanderberg,UNITED STATES OF AMERICA
FI,D,TCSFIN2D,XXX,Ratta LLC,OFFICE,Mango,CORP,AIMFINTG+,CAL,"63/34, Kota",UNIT H.No. 22,,,Mango,IN,POB 56,Mango,INDIA
FI,M,BAOGIELM,XXX,Lydon Group,HQ,Christy Ville,CORP,FINTG+,CAL,82 Durnan Street,SHOP 38,,,Christy Ville,IE,POB 19,Christy Ville,IRELAND
FI,A,DALCGB62,XXX,"Farrell, Kelly and Smith",INDUSTRIAL ESTATE,Port Martynside,PSPA,AIMFINTG+,PAY,"Studio 79
Joan mall",,,,Port Martynside,GB,POB 6,Port Martynside,GREAT BRITAIN
FI,A,OUFBCAF9,XXX,Peters PLC,INDUSTRIAL ESTATE,East Carlos,CORP,AIMFIN,ADM,615 Jackson Heights,,,,East Carlos,CA,POB 220,East Carlos,CANADA
FI,A,MTCNTHCB,XXX,Bunlerngsri-Phusilarungrueng,BANKING DEPARTMENT,Yadafort,PSPA,ERPFIN,ALL,09915 Turongkinanon Overpass,BUILDING 9683,,,Yadafort,TH,POB 5432,Yadafort,Thailand
FI,D,DVREIET2,XXX,Monagle PLC,OFFICE,Natasha Ville,SSPA,FINTAS,ALL,14 Jordan Street,BUILDING 57,,,Natasha Ville,IE,POB 17,Natasha Ville,IRELAND
FI,D,KSFATHXK,XXX,"Suraprasert, Chaisatit and Youprasert",BANKING DEPARTMENT,West Atit,NSWB,AIMFINTG+,ALL,02147 Sooksawang Courts,BUILDING 556,,,West Atit,TH,POB 10532,West Atit,Thailand
FI,D,RFXFIERB,XXX,Cally-Stephenson,SHOPPING MALL,Aoibhin Ville,SSPA,AIMFIN,PAY,68 Kermody Street,SHOP 50,,,Aoibhin Ville,IE,POB 78,Aoibhin Ville,IRELAND
FI,M,AHVEMXP5,XXX,"Despacho Heredia, Calderón y Farías",OFFICE,Vieja Bahrein,SUPE,AIMFINTG+,ADM,"Andador Chad 811 Edif. 148 , Depto. 720",BUILDING 653,,,Vieja Bahrein,MX,POB 313,Vieja Bahrein,MEXICO
FI,M,PNYGINB9,XXX,Seshadri-Mangal,HQ,Surat,CORP,ERPFIN,ADM C4,"H.No. 528, Chauhan Zila",SHOP 61,,,Surat,IN,POB 03/72,Surat,INDIA
FI,A,SOMMGB3Z,XXX,Campbell PLC,BANKING DEPARTMENT,East Scotthaven,NSWB,ERPFIN,CAL,"Studio 0
Thomas square",,,,East Scotthaven,GB,POB 5,East Scotthaven,GREAT BRITAIN
FI,M,IMHRMXKQ,XXX,"Aranda, Alvarez y Delgadillo",BANKING DEPARTMENT,Vieja Somalia,PSPA,FINSCO,ADM C4,Andador Sur Quiroz 200 308,SHOP 80416,,,Vieja Somalia,MX,POB 810,Vieja Somalia,MEXICO
FI,M,TVFVGBQO,XXX,Gregory-Johnson,SHOPPING MALL,Conorborough,BEID,FINTGT,DOC,"Flat 06v
Watkins springs",UNIT 4,,,Conorborough,GB,POB 4,Conorborough,GREAT BRITAIN
FI,D,HKTUTH7P,XXX,Losatapornpipit-Neerachapong,BRANCH,North Patcharaporn,SUPE,FINTGT,PAY,07017 Pongpanitch Field Suite 131,SHOP 58442,,,North Patcharaporn,TH,POB 792,North Patcharaporn,Thailand
FI,A,AYZLCA7F,XXX,Perry-Burch,SHOPPING MALL,South Timothy,PSPA,AIMFINTG+,ADM,8956 Price Fork Apt. 044,BUILDING 39322,,,South Timothy,CA,POB 2458,South Timothy,CANADA
FI,M,KSQUUSDB,XXX,Anderson and Sons,REGIONAL OFFICE,Jonesberg,SSPA,ERPFINTG+,DOC,478 Gabriel Motorway,UNIT 65816,,,Jonesberg,US,POB 05381,Jonesberg,UNITED STATES OF AMERICA
FI,M,XQIBINGE,XXX,Dutta-Sahota,OFFICE,Proddatur,NSWB,AIMFIN,CAL,"10/29
Chada Street",UNIT 375,,,Proddatur,IN,POB 899,Proddatur,INDIA
FI,M,HCSRINJD,XXX,"Dugar, Kanda and Buch",BANKING DEPARTMENT,Varanasi,CORP,ERPFIN,ADM C4,"09/62, Mandal Street",BUILDING 48/81,,,Varanasi,IN,POB 765,Varanasi,INDIA
FI,M,ICLNMXMU,XXX,Estévez y Tafoya y Asociados,HQ,San Jerónimo de la Montaña,CORP,AIMFINTG+,ADM C4,Continuación Sur Quintanilla 223 Interior 637,,,,San Jerónimo de la Montaña,MX,POB 13511,San Jerónimo de la Montaña,MEXICO
FI,M,MAACMX8F,XXX,Guerra-Mateo S.C.,OFFICE,San Gabriela los bajos,SSPA,AIMFIN,ALLBRA,Ampliación Mendoza 995 244,BUILDING 3412,,,San Gabriela los bajos,MX,POB 6884,San Gabriela los bajos,MEXICO
FI,A,XXHWUSIE,XXX,Wiley PLC,BRANCH,Kathrynmouth,CORP,FINTGT,BRA,47370 Bender Village,SHOP 463,,,Kathrynmouth,US,POB 7254,Kathrynmouth,UNITED STATES OF AMERICA
FI,D,WZUPIE2Y,XXX,Dever PLC,BANKING DEPARTMENT,India Ville,NSWB,FINTGT,PAY,74 Fahy Street,BUILDING 07,,,India Ville,IE,POB 31,India Ville,IRELAND
FI,D,HNWSIEQ2,XXX,"Clune, Burchill and Scully",INDUSTRIAL ESTATE,Eryn Ville,PSPA,AIMFINTG+,CAL,81 Hasty Street,,,,Eryn Ville,IE,POB 04,Eryn Ville,IRELAND
FI,A,MRCOIN86,XXX,Sheth LLC,OFFICE,Bhiwani,NSWB,FINTG+,CAL,"H.No. 969
Sant Zila",UNIT 747,,,Bhiwani,IN,POB 82/347,Bhiwani,INDIA
FI,A,YCDSCAZD,XXX,Ortiz-Lewis,BANKING DEPARTMENT,Josephville,SUPE,FINSCO,BRA,320 Terrell Dam Apt. 835,UNIT 286,,,Josephville,CA,POB 7743,Josephville,CANADA
FI,A,HHDXMX75,XXX,"Ávila, Navarro y Cortez",BANKING DEPARTMENT,San Karina de la Montaña,SSPA,FINTAS,ALLBRA,"Peatonal Campeche 814 Edif. 606 , Depto. 814",,,,San Karina de la Montaña,MX,POB 39918,San Karina de la Montaña,MEXICO
FI,M,TOUVMXIP,XXX,Despacho Zamudio y Casares,OFFICE,Vieja Vanuatu,BEID,FINTAS,ADM,Circuito Norte Montenegro 853 Interior 675,SHOP 4487,,,Vieja Vanuatu,MX,POB 7999,Vieja Vanuatu,MEXICO
FI,M,VFCXINMB,XXX,Kar and Sons,BRANCH,Khandwa,PSPA,FINTG+,ADM C4,"H.No. 50
Vaidya Ganj",,,,Khandwa,IN,POB 84/847,Khandwa,INDIA
FI,M,MMGDINWB,XXX,Dar Ltd,HQ,Gorakhpur,CORP,FINTAS,ADM C4,"60/93
Sunder Zila",SHOP 07/29,,,Gorakhpur,IN,POB 87,Gorakhpur,INDIA
FI,D,KYYSIEO1,XXX,"Bowe, Freeley and Steward",BANKING DEPARTMENT,Morgan Ville,NSWB,FINSCO,ADM C4,65 Ruane Street,BUILDING 81,,,Morgan Ville,IE,POB 06,Morgan Ville,IRELAND
FI,D,GVMGMXB0,XXX,de la Torre-Cavazos S.A.,HQ,San Santiago los bajos,PSPA,AIMFINTG+,DOC,Eje vial Norte Fierro 771 871,,,,San Santiago los bajos,MX,POB 49014,San Santiago los bajos,MEXICO
FI,M,WERGUSVB,XXX,"Villarreal, Santos and Torres",BRANCH,North Cathy,SUPE,ERPFIN,ALL,168 James Forest,BUILDING 140,,,North Cathy,US,POB 56971,North Cathy,UNITED STATES OF AMERICA
FI,A,DOIJTHNV,XXX,Kongchayasukawut-Siripaiboo,REGIONAL OFFICE,East Kamolchanok,NSWB,FINTG+,ALL,06860 Prayoonhong Via,SHOP 67482,,,East Kamolchanok,TH,POB 365,East Kamolchanok,Thailand
FI,M,PTYCTHX5,XXX,Titipatrayunyong Group,BRANCH,Lake Kodchapornport,BEID,FINSCO,DOC,4877 Pada Port Suite 366,SHOP 7528,,,Lake Kodchapornport,TH,POB 61831,Lake Kodchapornport,Thailand
FI,M,OMYTGBKF,XXX,Wilkinson and Sons,OFFICE,East Antony,NSWB,FINTAS,ALL,"Flat 6
Ahmed stream",,,,East Antony,GB,POB 38,East Antony,GREAT BRITAIN
FI,M,MKROCAU2,XXX,"Joyce, Collins and Morris",OFFICE,Rickyfurt,BEID,FINTGT,PAY,364 Williams Flats,,,,Rickyfurt,CA,POB 69036,Rickyfurt,CANADA
FI,D,PGAOMXCC,XXX,Borrego S.C.,SHOPPING MALL,San Salma los altos,SUPE,FINTAS,CAL,Diagonal República Checa 982 Interior 674,BUILDING 19260,,,San Salma los altos,MX,POB 1595,San Salma los altos,MEXICO
FI,M,OOBIUS87,XXX,Brown-Bailey,BANKING DEPARTMENT,Roblesmouth,BEID,FINSCO,CAL,116 Schwartz Junctions Apt. 655,UNIT 154,,,Roblesmouth,US,POB 554,Roblesmouth,UNITED STATES OF AMERICA
FI,D,VQITCAMG,XXX,Mclaughlin Group,OFFICE,North Christopher,SSPA,FINTG+,ALLBRA,312 Wanda Highway Apt. 375,BUILDING 4612,,,North Christopher,CA,POB 8300,North Christopher,CANADA
FI,M,DHJFMXE3,XXX,Alcántar-Serna,REGIONAL OFFICE,San Julio César de la Montaña,PSPA,FINSCO,DOC,Retorno Campeche 791 Interior 241,BUILDING 178,,,San Julio César de la Montaña,MX,POB 82525,San Julio César de la Montaña,MEXICO
FI,D,UOUSGB7S,XXX,Jones and Sons,BRANCH,Kayfort,SUPE,FIN,ALLBRA,"Studio 80
Danny crescent",,,,Kayfort,GB,POB 3,Kayfort,GREAT BRITAIN
FI,A,BWWWTHDQ,XXX,Tianvarich-Kongsri,INDUSTRIAL ESTATE,West Pornchanokhaven,SSPA,ERPFINTG+,PAY,9712 Sorawut Turnpike Apt. 159,BUILDING 4289,,,West Pornchanokhaven,TH,POB 519,West Pornchanokhaven,Thailand
FI,M,HXIJTHMN,XXX,Intaum-Habpanom,HQ,New Parin,BEID,FINSCO,ADM,03042 Anekvorakul Views,UNIT 79452,,,New Parin,TH,POB 6584,New Parin,Thailand
FI,A,DEXQTHEV,XXX,Suraprasert-Chomsri,BANKING DEPARTMENT,Chaifahview,NSWB,FINSCO,CAL,770 Apisara Isle Suite 319,BUILDING 44351,,,Chaifahview,TH,POB 9593,Chaifahview,Thailand
FI,M,WELUIN4E,XXX,Chacko-Shan,HQ,Karawal Nagar,SSPA,ERPFIN,ADM C4,"23/08, Raju Ganj",SHOP H.No. 053,,,Karawal Nagar,IN,POB H.No. 681,Karawal Nagar,INDIA
FI,M,SUWCUSLQ,XXX,"Moses, Lane and Keller",OFFICE,Toddborough,SSPA,AIMFIN,ALL,815 Butler Roads,,,,Toddborough,US,POB 839,Toddborough,UNITED STATES OF AMERICA
FI,A,XOTITHLZ,XXX,"Prakalpawong, Polauaypon and Phusilarungrueng",REGIONAL OFFICE,West Sarunpornstad,CORP,AIMFINTG+,ADM C4,879 Pakjira Divide Apt. 005,UNIT 446,,,West Sarunpornstad,TH,POB 133,West Sarunpornstad,Thailand
FI,A,OFYXINMQ,XXX,Dhillon-Ravel,BANKING DEPARTMENT,Malda,SSPA,FINTGT,ALLBRA,"698, Khanna Marg",SHOP H.No. 58,,,Malda,IN,POB 48/145,Malda,INDIA
FI,D,MRNSGBPD,XXX,Jones Group,OFFICE,Crossville,PSPA,ERPFINTG+,DOC,91 Storey center,BUILDING 86,,,Crossville,GB,POB 4,Crossville,GREAT BRITAIN
FI,M,UTFIINWB,XXX,Shere-Sawhney,INDUSTRIAL ESTATE,Hosur,CORP,ERPFINTG+,CAL,"H.No. 21
Sastry",BUILDING H.No. 082,,,Hosur,IN,POB 78/980,Hosur,INDIA
FI,M,GQTCUS19,XXX,Barnett LLC,HQ,North Brianside,CORP,FINTG+,ADM,7796 Roberts Highway,UNIT 38209,,,North Brianside,US,POB 52393,North Brianside,UNITED STATES OF AMERICA
FI,D,LUXSTHZE,XXX,Polauaypon and Sons,REGIONAL OFFICE,Chanikanview,SSPA,FINTG+,DOC,91275 Titipatrayunyong Island Apt. 644,,,,Chanikanview,TH,POB 0690,Chanikanview,Thailand
FI,M,FSHVMX4J,XXX,Laboratorios Velázquez-Casares,BANKING DEPARTMENT,Nueva Fiji,NSWB,FINTG+,DOC,Viaducto San Vicente y las Granadinas 727 Interior 709,BUILDING 2147,,,Nueva Fiji,MX,POB 6573,Nueva Fiji,MEXICO
FI,D,XSKVIEL5,XXX,Roe-McColgan,BRANCH,Megan Ville,CORP,ERPFINTG+,BRA,84 Cullen Street,BUILDING 07,,,Megan Ville,IE,POB 85,Megan Ville,IRELAND
FI,D,IMXSIEOS,XXX,"Boylan, Bones and Carley",BRANCH,Ebony Ville,PSPA,AIMFINTG+,ALL,85 Merry Street,SHOP 85,,,Ebony Ville,IE,POB 38,Ebony Ville,IRELAND
FI,D,RPTYUSH5,XXX,Atkinson-Hernandez,BRANCH,West Tracy,SUPE,AIMFIN,DOC,910 Smith Spur Apt. 152,SHOP 9055,,,West Tracy,US,POB 673,West Tracy,UNITED STATES OF AMERICA
FI,A,LUMBUS3R,XXX,Ellis-Cohen,BANKING DEPARTMENT,West Kenneth,SSPA,FINTGT,ADM C4,234 Ashley Drive Suite 344,,,,West Kenneth,US,POB 431,West Kenneth,UNITED STATES OF AMERICA
FI,M,WWGWIE6J,XXX,McMorrow LLC,INDUSTRIAL ESTATE,Travis Ville,SUPE,FINTAS,DOC,58 Hussey Street,SHOP 78,,,Travis Ville,IE,POB 99,Travis Ville,IRELAND
FI,A,FIMRGBBZ,XXX,Bradshaw-Stephenson,REGIONAL OFFICE,Martinborough,SSPA,FINTAS,CAL,0 Owens motorway,UNIT 9,,,Martinborough,GB,POB 307,Martinborough,GREAT BRITAIN
FI,A,VTZHGBV3,XXX,Barlow-Jones,BRANCH,Holmesmouth,SSPA,AIMFINTG+,ADM C4,"Studio 77C
Phillip manor",UNIT 7,,,Holmesmouth,GB,POB 317,Holmesmouth,GREAT BRITAIN
FI,M,OENQCAVU,XXX,Barrett Ltd,HQ,Franklinport,CORP,AIMFINTG+,ADM C4,838 Leslie Groves,BUILDING 043,,,Franklinport,CA,POB 46163,Franklinport,CANADA
FI,A,FWKSINV2,XXX,"Issac, Zachariah and Anand",OFFICE,Kakinada,SSPA,FINTAS,ADM,"H.No. 20, Mandal Chowk",SHOP 435,,,Kakinada,IN,POB H.No. 908,Kakinada,INDIA
FI,M,BGDVTHR9,XXX,"Tianvarich, Anekvorakul and Choeychuen",BANKING DEPARTMENT,Port Ratchanonside,CORP,FIN,ADM C4,0638 Yada Knoll Apt. 958,UNIT 710,,,Port Ratchanonside,TH,POB 2910,Port Ratchanonside,Thailand
FI,A,FAETUSD0,XXX,Ayala-Sanders,BANKING DEPARTMENT,Longton,SUPE,AIMFINTG+,ALL,208 Sarah Way Apt. 775,,,,Longton,US,POB 93692,Longton,UNITED STATES OF AMERICA
FI,M,XDEPGBGI,XXX,Grant Ltd,REGIONAL OFFICE,Sylviamouth,NSWB,FIN,CAL,4 Ian stravenue,,,,Sylviamouth,GB,POB 9,Sylviamouth,GREAT BRITAIN
